"","SAMD00115014","SAMD00114972","SAMD00115021","SAMD00114969","SAMD00115020","SAMD00115029","SAMD00115026","SAMD00115028","SAMD00115030","SAMD00115031","SAMD00115034","SAMD00115035","SAMD00115000","SAMD00114737","SAMD00114738","SAMD00114739","SAMD00114744","SAMD00114746","SAMD00114748","SAMD00114740","SAMD00114742","SAMD00114743","SAMD00114759","SAMD00114760","SAMD00114761","SAMD00114762","SAMD00114763","SAMD00114764","SAMD00114755","SAMD00114765","SAMD00114978","SAMD00114766","SAMD00114767","SAMD00114768","SAMD00114772","SAMD00114722","SAMD00114723","SAMD00114724","SAMD00114793","SAMD00114794","SAMD00114797","SAMD00114799","SAMD00114753","SAMD00114754","SAMD00114749","SAMD00114750","SAMD00114782","SAMD00114774","SAMD00114775","SAMD00114776","SAMD00114777","SAMD00114731","SAMD00114732","SAMD00114733","SAMD00114726","SAMD00114727","SAMD00114728","SAMD00114729","SAMD00114788","SAMD00114790","SAMD00114786","SAMD00115006","SAMD00115007","SAMD00115011","SAMD00115013","SAMD00115010","SAMD00114816","SAMD00114804","SAMD00114805","SAMD00114806","SAMD00114808","SAMD00114810","SAMD00114811","SAMD00114813","SAMD00114814","SAMD00114826","SAMD00114822","SAMD00114823","SAMD00114857","SAMD00114825","SAMD00114817","SAMD00114835","SAMD00114836","SAMD00114803","SAMD00114841","SAMD00114844","SAMD00114846","SAMD00114848","SAMD00114849","SAMD00114863","SAMD00114852","SAMD00114868","SAMD00114839","SAMD00114840","SAMD00114856","SAMD00114870","SAMD00114871","SAMD00114927","SAMD00114891","SAMD00114939","SAMD00114892","SAMD00114893","SAMD00114875","SAMD00114931","SAMD00114894","SAMD00114933","SAMD00114941","SAMD00114896","SAMD00114897","SAMD00114877","SAMD00114878","SAMD00114934","SAMD00114935","SAMD00114943","SAMD00114944","SAMD00114909","SAMD00114919","SAMD00114920","SAMD00114949","SAMD00114910","SAMD00114911","SAMD00114921","SAMD00114922","SAMD00114951","SAMD00114912","SAMD00114952","SAMD00114924","SAMD00114954","SAMD00114914","SAMD00114946","SAMD00114925","SAMD00114956","SAMD00114915","SAMD00114916","SAMD00114917","SAMD00114948","SAMD00114957","SAMD00114958","SAMD00114879","SAMD00114960","SAMD00114883","SAMD00114884","SAMD00114902","SAMD00114903","SAMD00114964","SAMD00114905","SAMD00114965","SAMD00114907","SAMD00114966","SAMD00114886","SAMD00164694","SAMD00164695","SAMD00164721","SAMD00164745","SAMD00154993","SAMD00164767","SAMD00164769","SAMD00154994","SAMD00164771","SAMD00154995","SAMD00164776","SAMD00164778","SAMD00164779","SAMD00164780","SAMD00164812","SAMD00164817","SAMD00164818","SAMD00164820","SAMD00164821","SAMD00164822","SAMD00164826","SAMD00164829","SAMD00164830","SAMD00164831","SAMD00164832","SAMD00164834","SAMD00164836","SAMD00164838","SAMD00164839","SAMD00164841","SAMD00164842","SAMD00164843","SAMD00164844","SAMD00164845","SAMD00164846","SAMD00164847","SAMD00164850","SAMD00164851","SAMD00164852","SAMD00164854","SAMD00164858","SAMD00164859","SAMD00164860","SAMD00164861","SAMD00164863","SAMD00164864","SAMD00164866","SAMD00164867","SAMD00164868","SAMD00164869","SAMD00164871","SAMD00164880","SAMD00164883","SAMD00164884","SAMD00164885","SAMD00164889","SAMD00164903","SAMD00164905","SAMD00164907","SAMD00164910","SAMD00164912","SAMD00164913","SAMD00164919","SAMD00164928","SAMD00164932","SAMD00164937","SAMD00164940","SAMD00164944","SAMD00164946","SAMD00164968","SAMD00164970","SAMD00164971","SAMD00164974","SAMD00164975","SAMD00164976","SAMD00164977","SAMD00164978","SAMD00164979","SAMD00164980","SAMD00164981","SAMD00164982","SAMD00164984","SAMD00164985","SAMD00164987","SAMD00164988","SAMD00164989","SAMD00164990","SAMD00164991","SAMD00164992","SAMD00164993","SAMD00164994","SAMD00164995","SAMD00164997","SAMD00164998","SAMD00165000","SAMD00165002","SAMD00165003","SAMD00165005","SAMD00165006","SAMD00165007","SAMD00165009","SAMD00165011","SAMD00165012","SAMD00165014","SAMD00165016","SAMD00165017","SAMD00165018","SAMD00165019"
"Agathobaculum butyriciproducens",0.46816,0.21208,0.1991,0.23641,0.77388,0.57592,1.03983,0.30574,0.58293,0.33639,0.36738,0.07691,0.2001,0.40402,0,0.30238,0.17372,0.68466,0.39041,0.60221,0.38422,0.4481,0.63375,0.19321,0.43931,0.2013,0.282,0.07179,0.40778,0.62309,0.33153,0,0.5626,0.09622,0,0.02283,0,0.88117,0.35589,0.01894,0.28057,0,0.51907,0.29175,0.19073,0.07585,0.32851,1.3876,0.44265,0,0.13006,0.44177,0.39024,0.22705,0.13331,0.3264,0.35564,0.41832,0.98297,0.11789,0.26522,0.08571,0.30321,0.14296,0.06085,0.12731,0.10299,0.52328,0.14098,0.42749,0.51104,0.2702,0.25336,0,0.1785,0.38399,0,0.84562,0.32756,0,0.04796,0,0.34163,0.08584,0.46979,0.22438,0.38118,0.11802,0.80872,0.0196,0.13482,0.29741,0,0.78625,0.42654,0.28082,0.04317,0.46514,0.30333,0.00746,0.00969,0,0,0.1571,0.82023,1.04049,0.29775,0.40571,0.98326,0.04856,0.48402,0.24026,0.06001,0.43116,0.60626,0.17424,0.28828,0.33314,0.11971,0.64269,0,0.00648,0.22525,0.1099,0.0728,0.07963,0,0.24238,1.20346,0.00539,0.32824,0.09872,0.5221,0.33909,0.13866,0.02614,0.2014,0.13876,0.3181,0.06647,0.47154,0.04285,0.0844,0.26482,0,0,0.02185,0.14828,0.32711,0.06989,0.03341,0.21854,0.49767,0.34378,0.36548,0.44089,1.04465,0.33105,0.42853,1.15338,0.33326,0.62194,0.24186,0.06678,0,0.36926,0.28745,0.27063,0.61784,0.25435,0,0.16504,0.15874,0.16902,0.12323,0.65303,0.11476,0,0.04239,0.17973,0.95477,0.06895,0.03894,0.34718,0.22376,0.57743,0.05864,0.42051,1.28809,0.47369,0.97135,0,0.06796,0.08483,0.16936,0.27072,0.24091,0,0.13636,0,0.34962,0,0.0939,0.16374,0.22692,0.91601,0.4803,0.03434,0.03295,0,0.30575,0.12538,0.84882,0.3766,0.5257,0.37889,0.20478,0.51368,0.16337,0,0,0.08224,0.28437,0.31528,0.1806,0.47085,0.27452,0.42897,0.2326,0.02353,0.21472,0.65747,0.22687,0.22218,0.36479,0.11866,0.00642,0,0.05163,0.13628,0.29345,0.51564,0.0382,0.29522,0,0.09374,0,0.28702,0.27634,0.64976,0.22736,0.60476,0.3538,1.11969,2.53287,0.13492,0,0.14437
"Collinsella aerofaciens",1.93178,1.0488,0.70871,3.56201,2.50922,0.38922,4.14318,2.09743,3.2453,3.77793,0.44919,1.13925,7.92198,2.59461,2.24647,1.73819,0.50993,4.68989,5.4498,0.36102,0,0.99281,1.57451,1.01153,10.86411,1.44533,0.58285,0.27905,3.77522,0,0,2.7846,3.33411,0.78304,0.34123,1.58318,6.41649,0,3.40451,3.17184,0.40136,0,1.15328,1.30154,0.67911,0.25801,0.00685,5.25541,5.42323,2.85882,0.1557,1.20048,0,1.86613,1.20865,2.05966,2.58344,0,3.7204,0.65983,0.66294,0.79095,0,2.31354,7.25562,0.11735,0.42515,0.75185,0.18201,0.00283,0,1.89349,2.06239,0.47231,0.86881,0.49335,0,1.72715,0,0,0.47496,1.23692,2.3628,0.20324,0,0.58165,1.65834,0.04464,5.21674,0.88606,0.5432,2.01318,0.62054,4.7157,1.15221,1.17132,0.22272,1.1929,0.42888,1.73873,2.60475,0,0,1.03945,6.52474,0.96784,4.95507,0,3.22022,0.17818,0.78036,2.45916,8.17448,1.53258,1.5546,0.43588,0.67085,0,0,2.79284,0,0.04812,0,0.3523,0.50335,0,0,1.13906,1.17543,3.64839,1.82864,0,3.04091,0.4295,0.24008,0.30016,0.93526,0.39388,0.76147,0.78855,1.39124,1.15746,0,1.82749,0.04668,0.89763,0.21121,2.41136,0.88856,0.29285,1.66685,3.07442,0,2.76177,1.65779,2.13015,2.96311,1.38733,3.91148,4.96828,1.66534,4.82491,2.79914,0,0,0.84311,0.47697,0,2.94489,1.70606,1.41052,0.55985,0.43877,0.83242,0.47821,0.69733,0,1.45983,0.80512,0.18597,0.71044,0,0.24967,0.51994,0.69628,0.4178,0.47278,1.75203,1.09705,0.675,0.26864,0.70975,0.25454,0.81989,0.57342,0.9422,1.5312,0.00439,0,2.06462,0.60608,3.7477,0.30807,0.18201,7.04103,1.99765,1.75229,0.19983,1.11232,1.87937,0.27829,2.44137,3.76919,1.29486,0,0.37281,0.33057,2.19479,0,0.84233,0,1.20341,0,1.05972,0.76057,4.49281,1.33615,6.54528,5.1726,0.2835,1.8057,0,0.38087,2.23644,0.318,0.33221,0,2.58854,0.11524,0.18447,0.35866,1.13448,0,3.14227,0.00387,0.25186,4.79755,0.54588,1.12479,0.69106,0.46594,2.2721,5.69623,2.60696,4.47673,0.36756,5.82738,2.11652
"Clostridium sp. CAG:58",0.13583,0.17587,0.13815,0,0.54679,0.85291,0,0,0,0,0.08313,0,0,0,0,0,0.18612,0.69707,0,0,0,0.53377,0,0,0,0,0.04826,0,0.71097,0,0,0,0.31526,0.01525,0,3.08527,0,0,0.03618,0,0,0.47444,0,0.00962,0,0.28264,0,0,0,0,0.1642,0,0.33669,0.00317,0,0,0,0,0,0,3.28736,0.75659,0,0,0.32383,0,0.88489,0.38196,0.17472,1.25841,0,0,0,0,0,1.44874,1.01909,0,0,0,0.21373,0,0.1269,0,0,0,0,0,0,0.13179,0.183,0,0.00106,0,0.62017,0.40539,0.0828,0.43184,0,0.41113,0,0,0,0,0,0,0.23795,0,0,0,0.27497,0,0,0,0.22888,0,0,0,0,0,0,0,0,0,0,0,0,0.09483,0,0,0.39492,0,0.67704,0,0,0.40677,0,0,2.82766,0.3003,0,0,0.00518,0,0,0,0,0,0.94255,0,0,0.12489,0,0,0,0,0,0,0,0,0,0,0.29127,0,0,0.03813,0.07273,0,0,0.13116,0,2.84496,0,0,0,0.71741,1.42169,0,1.66622,0,0,0.08221,0,0,0.79909,0,1.01796,0,0,1.52728,0,0,0.35178,0,0,0,0,0,2.61457,0,2.06469,0,0,0,0.60608,0.18586,0.03655,0,0,0,0,0.46628,0.45192,0,0.38874,0.92323,0.13684,0,0,0,0,0,0.00663,0,0,0,0,0.05382,0.26289,0,0,0,0,0,0.54139,0.05825,0,1.81093,0,0,0,1.76198,0,0,1.66722,0,0,0,1.83484,0.2542,0.28293,0.11434,0,0,0,0.13627,0,0
"Escherichia coli",0.34756,0,0,0,0.42824,0.00814,0.02366,0,0,0.04316,0.00102,0,0.00358,0.0419,17.91516,27.89753,0,0.3302,0,0,1.34541,0.43987,0.01393,5.29286,0,0.00413,0.35579,0,0.46238,8e-04,1.44097,0.81556,0.25198,0.0012,0,11.08987,0.02001,4.41078,0.03675,0.00866,0,0,0.16024,0,0.20535,0.00242,0.02409,0.30872,0,0,2.44522,0.10663,13.55481,0.5642,30.7847,0,0.58301,0.04506,0,0,0.06069,1.58388,0,0.02977,0,0.03235,0,0.22358,0,0.44861,0,0.61917,3.72443,32.47598,0.00577,0,0.05405,0.02148,0.17648,0.70016,0.31786,0,0,3.26163,0.05628,12.01396,0,12.02632,0,0,0,0,0.00926,0.04449,0.001,1.96041,0.00712,0,0,0.35424,0,3.86867,3.05501,0,0.02605,0,0.36439,0.08286,0,27.25054,0,0.0426,0,0,0.00223,0.02504,1.04524,0.00681,0,0,2.65452,0.01306,0,0.0217,0,0.00344,0,2.36353,0.0056,0.09959,0.00391,0.07004,0.22468,0,0,0,0.00172,0.98748,0.00096,0.00377,0,0,76.0699,0.06911,33.66834,0,0,0,1.41623,0.49793,0,0,3.09982,0.51615,0,0,0.05832,0.09245,0,0,0.02686,0.07156,0.01166,0.38617,0,0.04866,0,0.46807,0.03329,0.16491,1.39529,0.211,0,0.54311,0,0,0,0.03542,0,0,4.69176,0.16658,0,0,0,0.23987,0,0.86562,0.84328,0,0,0.00302,0,0.03149,0.0548,3.30717,0.01129,0.02645,3.02745,0,0,0,0,0.04052,0.03747,0,0,0.0035,0,0.58241,0.11564,0,0.00649,0.03408,1.4411,0.01786,0,4.0697,0,0.08908,0.54516,0,2.52141,0,0,0,0.20585,0.13569,0,0.21077,0,6.02444,0,0.135,0,0.03794,2.30539,26.47142,0.00289,0.03702,0,0.00285,0.13163,0.04882,0.23604,0.0962,0.02571,0.251,1.793,0,1.61048,0,0,0,0,0.00353,0.2283,0
"Blautia wexlerae",0.12877,0.10472,0.04357,1.40428,0.46196,0.06753,1.65356,0.07943,0.49704,0.28715,0.00119,0.00129,0.29714,0.16641,0,0.20276,0.01226,0.80835,0.49317,0.00362,5.07076,0,0.06575,0.07914,0.71804,0.03874,0.00172,0.00155,0.03267,1.8987,0,0.36462,0,0.03457,0,0.25891,0,1.27907,0.10966,0.19392,0.01664,0.31394,0.03463,0,0.07669,0,0.0751,1.26494,0.74713,0.24264,0.01804,0.02273,0.14911,1.53231,0.12519,1.47191,0.15241,0,0.90733,0.15453,0.51255,0.02359,0.07246,0.06453,0.009,0.01631,0.07099,0.10833,0.02058,0.58862,0.88336,0.35571,0.05045,0.0393,0.02791,0.0083,0.3072,0.0072,0.15466,0.45367,0,0,0.06716,0.0528,0.28852,0.07595,0,0.00867,0.33866,0.03389,0.00107,0.5758,0,0.35238,0.76043,0.07882,0.02376,0.37249,0.39004,0,0.26604,0,0,0.02584,0.07247,0.09772,0.00563,0.46694,1.03749,0.01242,0.22874,0.01955,2.10638,0.13454,0.21,0.05096,0.00606,0.00504,0,0.03252,0,0.01621,0.23706,0.05919,0.0107,0.04633,0.40792,0,0.10293,0.00435,0.36991,0.00387,0.39361,0.53929,0.06101,0.08885,0.04618,0.06367,0.1967,0.26484,0.30398,0,0,0.06645,0.11612,0,0.02662,0.00151,0.04676,0.05338,0,0.02521,2.42553,0.00183,3.12098,0.19399,0.15971,0.27462,0.01537,1.4843,0.38874,0.22158,0.03477,0.48506,0.03055,0.01146,0.00751,0.31362,0.05993,0.07405,0.75836,0.0443,0.01767,0,0.03881,0.08187,0,0.07384,0.0636,0.06081,0,0.1161,0.04462,0.01534,2.57374,0.19778,1.03352,0.00726,0.19109,0.33831,0.04577,0.13717,0.04304,0,0.05316,0.14183,0.00971,0,0.33759,0.14443,0.38797,0.3293,0,0.08622,0.11596,2.89998,1.06285,0.02978,0.03286,1.65953,0.45688,0.02664,0.3133,0,0.13016,0.01145,0.00457,0.888,0.21577,0.20443,0,0.24544,0,1.41024,0.1255,1.0949,0.25209,0.17245,1.83391,0.05257,0.02888,0.4203,0.03046,0.65343,0.13998,0.00206,0.09298,0.36397,0.17143,0.01774,0.3094,0.01555,0,0.7093,0.04148,0.0156,0.00671,0.00983,0.04979,0.23969,0.18282,0.05781,0.23038,0.27001,0.33155,0.05796,0.02801,0.00263
"Fusicatenibacter saccharivorans",0,0.81972,0.67521,2.91594,3.65089,0.44639,2.07854,3.5358,1.6757,3.2092,0.20815,0.02093,3.13901,5.89687,0,1.70115,0.55738,1.5365,3.00338,1.17026,1.99238,0.19624,2.87875,0.16127,4.67851,0.22735,1.57297,0.29994,2.1874,2.81346,0.5551,0,0,0.36097,0.00645,0.03395,0,0,0.8723,0,1.72449,0.33778,0.43845,0.40875,0.98473,0.15743,1.04513,1.20497,0.30673,4.33585,0.03529,0.19326,0.65239,0.00812,0.11748,0.03716,3.98331,0.49599,1.50964,4.89393,0.36224,0,0.89006,0.13817,1.61687,0.21524,0.08259,1.6805,1.97286,0,0,0.36575,0.1358,0,0.12755,1.11983,0,0.0744,0.40619,0,0.6141,0,0.68391,0.55999,2.73331,0.04747,0,0.04923,0.98522,0.03,0.0121,0.45874,0.00155,0.22563,0.07488,0.56457,0.30457,2.15118,0.16958,0.20338,2.59836,0,0,0.24497,0.7656,0.35551,0.95442,0.38228,0.88423,0.18483,0,1.11123,0,0,0.09868,1.13267,0.67683,0.26746,0,0,0,0.24781,0,0.06449,0.13279,0.12796,0,0.00547,0.17419,0,0.40818,0.86438,1.8257,1.18924,0,0.00513,0.38247,0.50418,0.22123,0.19421,0,0.44697,0,1.95925,0.01901,0,0.25741,3.90454,0.49718,0,1.00653,0.98915,0,0.39096,5.33408,1.27393,0.66003,0.62749,0.2266,0.41586,1.50081,3.40331,0.37816,0,0.79629,0.23275,2.00317,1.20685,0.062,0.46532,0.26517,0.32662,0.10175,0.15908,0.29056,0.23138,0,0.42212,0.13899,0.05963,1.10016,0.29199,0.03451,0.27912,2.82366,0.85055,0.06083,0.15074,0.39897,0.24369,0.183,0,0.94984,0,1.2526,0.55232,0.45389,0,0.34256,0.44501,0,1.15546,0.88467,0.41167,0.22603,2.78271,1.47298,0.32419,0.85724,0,0,1.24729,0.03402,0.81026,1.59304,0.12664,0.20291,2.11138,0.60597,1.40136,0,2.41094,0,0.71902,0.14737,1.27612,1.85035,1.5121,1.05341,0.00136,0.3532,0.54344,0.10879,0.59782,0.97276,0.01788,0,0,0.72019,0.20323,0.70389,0,0,0.25758,0,0.21087,0.00921,0.03407,0.17855,1.37358,0.45647,0.54734,3.61159,1.10304,3.4846,0,0,0.88203
"Enterocloster bolteae",0.05305,0.00561,0.02713,0.0445,0.04807,0.01171,0.05648,0.01029,0.04209,0.02167,0.01186,0.33502,0.25615,0,0.14598,0.01672,0.00764,0.09821,0.00202,0.01016,0.01193,0,0.0357,0,0.03878,0,0,0,0.4516,0.10799,0,4.04884,0.01758,0.0514,0.80503,0.20475,0.19366,0.59854,0.01664,0.20038,0.02042,0.07194,0.1299,0,0,0.00259,0.02891,0.4361,0.00024,0,0.00248,0,0.07549,0.02927,0.01664,0.18512,0.14782,0.08439,0.13901,0,0.09451,1.07103,0.37226,0.00426,0.00969,0.00121,0.02975,0.10835,0.00728,2.97396,0.06601,0.08106,0.13611,0.00374,0.29481,0.52872,0.40483,0,0,0.85715,0,0.28518,0.04202,0,0.06929,0.02103,0,0,0,0.04958,0.01862,0,0,0.00141,0.05945,0.04584,0,0.05365,0,0,0.00145,0.22158,1.89025,0,0.05058,0.02758,0,0.05814,0.25401,0,0.44277,0.02892,0.11711,0.05181,0.01482,0,0,0.0465,0.12164,0.10365,0.9877,0.08122,1.21521,0.00736,0.00239,0,2.11105,0.00794,0.23178,0,0.19185,0.16046,0.05141,0.04083,0.02036,0.03564,0.00514,0.00861,0.00912,0.05359,0.07878,0.14001,0.01442,0.05777,0.78285,0.07937,0.09326,0.49055,0.05067,0.71113,0.01459,0.0628,0.05864,0.08428,0.21778,0.02739,0.00842,0.03408,0,0.49164,0.00035,0.16502,0.04648,0.00033,0,0.04624,0.04145,0.04315,0.11736,0.00103,0,0,0.00797,0,0.01812,0.02559,0,0.00659,0.09634,0,0,0,0.01073,0,0.3416,0.0546,0.19287,0.00111,0.00354,0.11872,0,0.05624,0.03521,1.39761,0.01212,0.05191,0.01581,5.78497,0.26442,0.14281,0.31105,0.04103,0,0.0059,0.07167,0.06766,0.02794,0.00539,0.01417,0.42459,1.36631,0.00799,0.023,0.1732,0.01925,0.03017,0.0707,0.00125,0.08432,0.01703,5.04834,0.02105,0,1.51348,0.01522,0.10808,0.08792,0,0.17474,0.01225,0.03284,0.02033,0,0.02123,0.1952,0.11794,0.83949,0.49566,0.40541,0.00062,0.20214,0.61861,0.32377,0.45389,0,0.01304,0.09323,0.00267,0.02971,0,0.11335,0,0.00401,0.02694,0.04227,0.05156,1.19821,0
"Flavonifractor plautii",0.51725,0.03436,0.09952,0.10554,0.29549,0.22645,1.58809,0.05287,0.65661,0.40641,0.13236,0.06976,1.02798,0.01781,0.41754,0.19331,0.19735,0.80813,0.43034,0.0606,0.86913,2.64574,0.1788,0.79507,0.35301,0.40958,0.30458,0.03965,1.85396,0.30799,0,1.2945,1.34249,0.12221,1.4324,0.46472,0.01377,0.60982,0.03968,2.38316,1.4664,0.04085,0.01837,0.25927,0.0162,0.0082,2.72491,0.5144,0.39478,0.13964,0.11552,0.00619,0.25571,0.73341,0.57938,0.48252,0.29377,0.32482,0.87858,0.28312,1.44022,0.86341,0.67767,0.02515,0.17102,0.01609,0.10136,0.47393,0.19633,1.63563,0,0.108,0.0646,0.13397,1.15935,0.1363,1.55473,0.28307,0.16325,2.61877,0.13536,2.74313,0.61111,0.09793,0.90648,0.01303,0.35686,0.09483,0.41752,0.56669,0.21075,0.02092,0,0.17612,0.38509,0.33367,0.01081,0.17116,0.04157,0.05749,0.06377,1.14602,0.32379,0.04732,0.49142,0.05006,0.00072,2.42074,0.15812,0,0.35579,0.00949,0.05123,0.11385,0.05571,0.02688,0.10898,0.30174,1.50135,0.64788,0.61423,0.62534,1.81912,0.103,0.03611,0.31376,3.17255,0.25772,0.48574,0.67079,0.58847,0.32432,0.38337,0.12205,0.37333,0.56112,0.45501,0.03346,0.54869,0.19061,0.55302,1.81984,0.00641,0.34625,1.73797,1.8142,0.89546,0.84934,0.10558,1.99089,0.01088,0.45375,0.50429,0.59614,0.72246,0.35932,0.45868,0.28945,0.10342,2.94092,0.22417,1.2122,0.0598,0.92816,0.03542,0.31965,0.17297,0.59054,1.87514,0.13577,0,1.56375,0.01596,0,0.35573,1.96273,1.10102,0.11773,2.87638,0.01401,0,0.91737,0.55155,0.00124,0.82129,1.37812,1.54906,0.06217,0.73234,6.56298,1.22429,3.18539,1.03717,0.92644,0.15193,1.12616,0.55886,2.1616,1.76412,0.82563,3.88042,5.95214,0.80543,0.08431,0.60111,0.17651,0.62428,0.29273,0.64787,0.6917,1.02108,0.38596,0.62792,3.82968,1.38194,0.87398,0.85841,0.23721,0.2641,1.26329,11.41747,0.18253,4.27556,1.77718,0.30822,1.17289,0.6573,0.16241,0.02678,0.13524,0.15176,1.36592,0.0458,0.19992,0.23947,0.17701,5.40711,0.9702,1.99973,0.03849,1.66647,0.63628,0.62562,4.19496,2.49141,0.16243,0.1332,0.04906,0.256,0,0.40209,0,0.02525,0.20798,1.44443,0.17686,0.58501,0.52766
"Eggerthella lenta",0.09024,0.01144,0,0.24639,0.0733,0.00213,0.18313,0,0.28028,0.05627,0,0.0409,0.14314,0,0.15061,0.30876,0.03788,0.22561,0.06209,0.00999,0.50335,0,0.00135,0.29749,0.1256,0.06378,0.12298,0,0.38209,0.66836,0.62343,0.3016,1.36278,0.05876,0.03609,0.10918,0,0.66647,0,0.51552,0.37695,0.40323,0.05192,0,0,0.00148,1.0328,0.06128,0.30715,0,0,0.00039,0.25735,0.14458,0.04409,0.07498,0.83259,0.00117,0.21352,0,0.18799,0.56548,0.09102,0,0.19588,0,0,0.08309,0.00116,0.01386,0.09417,0.35258,0.04984,0.04647,0.05728,0.16354,0.16291,0.03729,0.0209,0.17901,0.03034,0.28297,0.44465,0,0.21831,0.01414,0.11959,0,0.0056,0.01186,0,0,0,0.09796,0.15313,0.08927,0,0.1058,0.01897,0.00229,0.01153,0.28198,0.00271,0.02224,0.08485,0.10626,0,0.91958,0.13026,0,0.03496,0.0178,0,0.00108,0,0.02664,0,0.05198,0.17259,0.1508,0.00139,0.01998,0.08046,0.01353,0.00032,0.02824,0.09709,0.0032,0.15769,0.03921,0.2115,0.00766,0.70854,0.11346,0.00674,0,0.01747,0,0.36795,0.00762,0,0,0.01647,0.18817,0.01382,0.0792,0,0.0031,0.02938,0.01212,0.07854,0.02922,0.47624,0.0331,0.31645,0.06419,0.05857,0.01864,0,1.33282,0.20523,0.20032,0.00054,0.5164,0.0042,0.02211,0.01039,0.18713,0.21725,0.08423,0,0.17266,0.02062,0,0,0.04127,0.0458,0,0,0,0,0.00847,0,0,0.07868,0.04977,0.0065,0,0.14453,0.00623,0.00097,0.02067,0.01386,0.0139,0,0.02983,0.01792,0,0.17979,0.00999,0,0.52963,0,0.04662,0.64622,0.05628,0.05827,0,0,0,0.03857,0.01421,0.05021,0.14578,0,0.02694,0.00159,0.00038,0.06576,0.60214,0.6694,0.05873,1.39048,0.20492,0.17631,0,0.41132,0.00051,0.17988,0.05647,0,0.20796,0,0,0,0,0.50255,0.17244,0.03441,0,0.05102,0.01981,0.00163,0,0.08399,0,0.33517,0,0,0,0,0.00405,0.00173,0,0.39291,0,0.32075,0
"Eubacterium ramulus",0.01481,0.06285,0.0704,0.4741,0.26861,0.16988,0.73343,0.0243,0.57427,0.43932,0.03077,0,0,0.97472,0.03055,0.52884,0,0.94623,0.02356,0.23515,0,0,0.09232,0,0,0.00542,0.18879,0,0,0,0,0,0.24546,0,0,0,0,0,0.15765,0.01958,0.20452,0.14636,0.0564,0.07535,0.12349,0.06515,0,0,0.11123,0,0,0.04787,0.2026,0.00062,0,0.10106,0,0.20718,0,0,0.18366,0,0,0.07907,0,0,0.05246,0.15312,0.04858,0,0,0,0.06926,0,0,0,0,0.03576,0,0,0.19074,0,0.1186,0.05562,0.25043,0.07687,0,0.00524,0.31302,0.00643,0.0971,0.05801,0,0.19043,0.11348,0.24017,0.04588,0.2803,0.19615,0,0.07205,0,0,0.06449,0.27381,1.04192,0.37127,0,0,0.00215,0,0.2399,0,0.05622,0.2146,0.21544,0.27078,0,0,0,0,0.09213,0,0.0104,0.03195,0.03383,0,0.00602,0.05333,0,0,0.02991,0.17232,0.20724,0,0.01369,0.10662,0.11184,0.09487,0.00582,0,0.03362,0,0.38703,0,0,0,0,0.02968,0,0.62181,0.19558,0,0,0,0.2828,1.59018,0.02531,0.09458,0.74028,0.05301,0,0.39921,0,0,0.09339,0,0,0.28608,0.00429,0.00324,0.00589,0.18618,0.03473,0.10311,0.00815,0.02226,0,0.20915,0.05077,0,0,0.00324,0.0133,0,0,0,0,0.12381,0,0.017,0,0,0,0.04899,0,0.09718,0,0.09847,0,0,0,0,0.02102,0,0.54054,0.26747,0.00461,0.06245,0,0,0.10119,0.18861,0,0.5969,0,0,0,0.02294,0,0,0,1.08836,0.26508,0.03615,0,0,0.33476,0.23467,0,0,0,0.06211,0.01955,0.01744,0,0,0,0.05796,0.09997,0,0.47477,0,0,0,0.03186,0,0,0.10945,0.03304,0.08781,0.2759,0.31257,0.32328,0,0.52706,0,0
"Clostridium bolteae CAG:59",0,0,0.0083,0.01961,0.00172,0.00839,0.01754,0,0,0,0,0.03424,0,0,0,0,0.00141,0,0,0,0,0,0,0,0.01038,0,0,0,0.24245,0,0,2.86705,0.01908,0.00452,0,0.0104,0,0,0.01474,0,0.00294,0.01429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07049,0,0,0,0.00226,0,0,0,0,0,0,0,0.00341,0,0.02279,0,0,0,0.01078,0,0.00945,0,0,0,0.02301,0.17331,0.01001,0,0,0,0,0,0,0,0,0,0,0,0,0.00215,0,0,0,0,0,0.13636,0,0,0.02369,0.0179,0,0.04406,0.07924,0,0,0,0,0.02097,0,0,0,0,0,0.02349,0.69283,0,0.41183,0,0,0,0,0,0.00842,0,0.02487,0,0,0,0.00653,0,0,0,0,0,0,0.06704,0,0.005,0,0.2058,0.0624,0,0.03531,0,0,0.00861,0,0.02901,0.15465,0,0.00435,0.00035,0,0,0,0.0154,0,0,0,0,0,0,0,0,0,0,0,0,0.01039,0,0,0.00766,0.01442,0,0,0,0,0,0,0.02203,0.18307,0,0.00484,0,0,0,0,0,0.00431,0.00303,0,0,0,0,0.06039,0.32511,0,0,0,0.03385,0.00719,0,0,0,0,0,0,0,0.05249,0,0.00178,0,0.01094,0,0,0,0,0,0,0,0.05043,0,0.00698,0.00451,0.01356,0.58093,0,0.0061,0.01035,0,0,0,0.21965,0,0.05547,0.02442,0,0.02448,0,0,0,0,0.00195,0,0,0,0.00235,0.0022,0,0.00193,0.10901,0
